"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"65",14.4066091785216,13.6013667018719,14.2224372773095,13.3794013202104,14.6005697446077,14.3148071987962,13.827799462173,14.3460729776739,14.6061195196319,14.332913818995,14.0449844221706,14.5978627818362,14.6819811064692,14.6137238015667,14.4275757995562,14.3283374275805,14.701030959763,14.6538902195163
"66",14.419341770711,13.3054143256342,14.1367749320981,13.1966113371716,14.722998544084,14.2446092920832,13.59047961634,14.2464536169284,14.6460144901639,14.2723621090801,14.3056450078105,14.7098893615582,14.7870368383547,14.7208180518519,14.3547021250218,14.5099050178832,14.7583605349925,14.624868195961
"67",14.3318535982718,13.3165537592312,14.2302628072299,13.4201272529644,14.5273123148557,14.3207483690903,13.9010967867834,14.251715289569,14.6044316560916,14.208060079773,14.0614228918276,14.6516388693636,14.6961107476043,14.6290702418715,14.2823723401135,14.2987746772741,14.6292033788667,14.5560603050587
"68",14.2491568392544,13.2091420997683,14.3211681636963,13.2484233069095,14.495841310512,14.1629687606888,13.8730782451467,14.2414331989799,14.6148797959177,14.2666091021577,14.2308727919531,14.7202508606428,14.7971007787018,14.6629828049019,14.3240954635104,14.433144281899,14.5818235274691,14.595364652911
"69",14.3184903262149,13.6218117316924,14.3258751780364,13.645083507776,14.4678452094497,14.2382235921928,13.8612623420565,14.2679917790433,14.4758462690559,14.4430047714505,14.1272380489377,14.6815201143116,14.8683771134652,14.6878258624481,14.3546092249584,14.3874912299785,14.5802735667449,14.6380408376551
"70",14.3655236245626,13.7627245814961,14.4104249117243,13.7793931511694,14.5983693761355,14.0797714788255,14.029069876555,14.3288326993015,14.5981215873653,14.4493486311253,14.2406176251581,14.6134671482075,14.7031090484059,14.767262375416,14.1888475253836,14.3238081454619,14.6173876693616,14.6402421315298
"71",14.1619200214654,13.0134074408972,14.3820340249529,13.5883540544341,14.6798736699228,14.228219911408,13.7634792683215,14.3624321711946,14.6335119252016,14.4523929255405,14.047034708555,14.7337572151915,14.7302209317416,14.6729110760205,14.1662684648891,14.35862655596,14.5766068570294,14.6823451706785
"72",14.5193001736843,13.4383205095034,14.3820940812233,13.3904487309451,14.7028011263449,14.259044808051,13.7996160757641,14.2117426538434,14.5968220037292,14.3175812848624,14.2365095708173,14.6666282647605,14.8813004665805,14.5853957359302,14.3498375970769,14.3824564388529,14.4931082888073,14.6521344279664
"73",14.5017846631256,13.4957024409318,14.3319088992015,13.6788681158637,14.7139288799686,14.3009346622789,14.0230634059167,14.3206711810676,14.5160778820664,14.3125426589442,14.1633606011873,14.4810621037008,14.8594231194692,14.7518835663268,14.2796544333139,14.3753951839436,14.659876952662,14.777805421865
"74",14.338916313613,13.538029709763,14.3528426184316,13.7975774914724,14.6385763328228,14.3637604974252,14.0142918803391,14.2240760521234,14.4090004332925,14.260982933172,14.0219687760194,14.5548816669908,14.8995018264483,14.782625143028,14.3176968954592,14.5075105671808,14.613226103319,14.7897638695164
"75",14.2849751195265,13.0569688593628,14.2342034007664,13.5483386652813,14.6229369280701,14.4338900509778,13.8558999303152,14.2200669666478,14.6126216714038,14.2779143655965,14.1669166177038,14.6339471127153,14.7819712754168,14.8533209340148,14.168569644934,14.3038959107106,14.6707757011781,14.7392562681942
"76",14.5252623018503,13.0584173558762,14.2765915647863,13.5150415318952,14.5024258003847,14.3744633789278,13.7903612530011,14.3253509082239,14.5096722002166,14.3019453751948,14.0939253937194,14.6044380768924,14.8162072026482,14.5386276953659,14.3265699139897,14.3582203223877,14.6644637624145,14.6051157404922
"77",14.3820387728174,13.2927281290957,14.3098603992891,13.3574240340041,14.5338802652443,14.4240488355605,13.8702039245509,14.3725255554058,14.5978079757882,14.3996712482604,13.9641150427507,14.5548701950545,14.7362376101742,14.6941641563625,14.4220585643334,14.269092451861,14.6009745949012,14.7027867510977
"78",14.1464676596601,13.3485764531874,14.2019909591888,13.5736914884929,14.5554600152416,14.4357944042815,14.1421420159553,14.4373335662038,14.5417248085913,14.2283825320861,14.141056500687,14.5368096910589,14.789922049128,14.6553631480837,14.3207879971187,14.3735278753063,14.6802086142662,14.6123217796607
"79",14.3634751974455,13.648667917246,14.3322058134049,13.523222079374,14.5413200268289,14.4213598731589,14.0389028751834,14.4486996165343,14.5068524467563,14.2022615060419,14.101305207949,14.5233366939084,14.7161537132361,14.6121977055961,14.330686782884,14.4446832007432,14.619810761154,14.6086019566284
"80",14.3845106033481,13.4437202557439,14.3732994472082,13.6808225430394,14.4874753901314,14.4346525708817,13.8500583555244,14.3087708310592,14.5301725589879,14.3636904228541,14.2521720517407,14.604735382806,14.8033534253407,14.6895382583818,14.3274064791022,14.3997698329028,14.6433007450397,14.6518315731928
"81",14.5277217185551,13.3027199959684,14.4030986689909,13.5292156773089,14.5172661713098,14.4406651640838,13.8998649699885,14.2856896015548,14.5550174586225,14.3933424929736,14.2598022086562,14.5932840607555,14.6830914687704,14.4977816533465,14.44988997443,14.395973303647,14.5875668462389,14.5762883099608
"82",14.3440638869865,13.3855363484591,14.3433307961577,13.5146084653901,14.5549659687637,14.344909711143,13.746318013125,14.2939814518206,14.5039867668718,14.4328170804276,14.2957900182065,14.7134727292756,14.7063985613121,14.5843496527382,14.3638656298777,14.4428400882231,14.7433967134183,14.4181184305637
"83",14.0019516277306,13.2268239671702,14.3815799828775,13.3098147980115,14.4735721262767,14.2821815877534,13.649360631634,14.4142277842265,14.5300606245974,14.3967275227705,14.0126590907455,14.5933682878908,14.666574623128,14.5974165244721,14.4673468600438,14.3756871239234,14.638779171251,14.5210613489576
"84",14.3872959487925,13.1112243344673,14.2585733876647,13.2963634887219,14.543830253468,14.307717928455,13.7889592166223,14.446885521958,14.5954734999375,14.4896579011123,14.0642804992309,14.7401800165711,14.7879039252071,14.5783250876407,14.3528426776025,14.2561431908876,14.5425032032498,14.4824671804643
"85",13.9884170331719,13.3721672050719,14.2743578250703,13.3792953643262,14.7098691597377,14.332453212073,13.9261390467267,14.3620738057859,14.5157857523134,14.4335241043678,14.1900551613177,14.7782593385558,14.76861593806,14.6834534060807,14.248686970403,14.3031025346147,14.7419900059772,14.4738168944611
"86",14.5422605233527,14.206685608449,14.375152802386,13.6484554788184,14.6135928942163,14.3007109982608,13.8243721267357,14.2966055073315,14.5798524669254,14.484731330864,13.9980366679381,14.6804859325137,14.7682280125634,14.6269301750831,14.2566276450619,14.2727283239441,14.684489138386,14.4996866798742
"87",14.2354636469148,14.0301330270314,14.3490183659885,13.5295983542061,14.6006651945279,14.3241681263977,13.7617773498727,14.2662011741848,14.6339832467474,14.555742687648,14.0152949267977,14.65431593475,14.7289948949467,14.6726597834704,14.2349406899684,14.5326698756388,14.533380658122,14.4173977102079
"88",14.207209484066,13.6160957023347,14.2975111993467,13.4134056825262,14.4946646299171,14.2933406197525,13.8726549455901,14.2179794805342,14.6064723892334,14.4947871913951,14.3306752324379,14.6118832009916,14.7948970278295,14.7023711164645,14.1338443450323,14.3056631193039,14.6894387951916,14.6286188467362
"89",14.1939546623649,12.7539884194079,14.3613584386149,13.4445107059881,14.5117749427788,14.34725614742,13.8934957434105,14.2425652879859,14.5467361846977,14.3572246980195,14.145385485637,14.6789788642451,14.7300484823629,14.6098485211453,14.4138110552031,14.4421890285227,14.55211812314,14.5710486750142
"90",14.179023206561,13.7266308361193,14.3379215882319,13.6310501283335,14.6479538348399,14.3566445472792,13.7503747332094,14.4149335191356,14.4857397280469,14.4018817925235,14.2639164584601,14.6011549297511,14.7869946871956,14.640985679739,14.331552135989,14.4924939231101,14.5744045362517,14.6153369429494
"91",14.3699800598142,12.8517098508089,14.2881386870139,13.4973071796915,14.6330048220479,14.3997804579276,13.9555429769822,14.2662942839223,14.5156715072896,14.3680982272717,14.1426059276525,14.5764421240105,14.6653964722948,14.5989792461372,14.3774886776504,14.2408544541603,14.5612668145679,14.6040353307302
"92",14.3163581484173,13.2237440012655,14.2870309363117,13.2417694812425,14.5843016401087,14.30252089781,13.9485102564811,14.2304882643793,14.7040156040373,14.3396939872443,13.8529655661486,14.5370598806476,14.6617715819488,14.5265800483736,14.4139188307924,14.1755351481793,14.5577432248212,14.5976559257506
"93",14.2790047437703,12.9219961251282,14.238716248357,13.4257952195242,14.6135756256129,14.2784861800615,13.9362478024244,14.2254240884652,14.644754588956,14.4443992968841,14.0656929091031,14.4335202227623,14.7391366336129,14.592064609593,14.3758035409392,14.3391646706286,14.5536542611018,14.5080925496264
"94",14.458113847203,12.710170742666,14.2984602540411,13.3693819873481,14.6021347504503,14.287550722258,14.0397141168481,14.293251982296,14.6441308522095,14.3371449476119,13.835056374057,14.4293934962612,14.8279332011214,14.5944836811182,14.2016421656659,14.4087105659021,14.5093729656535,14.4819757151302
