"","N","Nhat","Nhatu","Nhatl"
"Nhat[305]",2.32255239,2.40915970871672,25.9861644966749,2.21322749805465e-09
"Nhat[306]",2.70047255,2.66587781887786,19.6444270627951,2.70088174330699e-19
"Nhat[307]",3.67425612,3.39886014669066,15.8956357851579,1.46460933141106e-06
"Nhat[308]",3.56442334,3.28930945464543,11.5116850005299,1.80541895210031e-08
"Nhat[309]",2.41608716,2.55702421082269,10.4649729726285,6.64229124894622e-06
"Nhat[310]",2.40209871,2.52359035894196,15.2103184014283,9.34150785037774e-17
"Nhat[311]",3.33047825,3.21850048313113,8.21243732653807,2.6125687092408e-06
"Nhat[312]",5.50914695,4.43215151870473,12.4893821499065,6.03773548033562e-11
"Nhat[313]",4.85796958,3.96594548589459,11.9756754076537,3.31827109756539e-38
"Nhat[314]",1.54463457,1.7886312321305,6.87469725023069,1.32591384471476e-16
"Nhat[315]",2.31992755,2.42013283234092,7.00626319731193,1.92319888582468e-07
"Nhat[316]",4.66471401,4.01101930352338,11.3899862048858,2.08984941079449e-24
"Nhat[317]",3.71496094,3.45632708443139,8.16083064266877,3.07590742080909e-09
"Nhat[318]",4.27134272,3.90144557369025,9.64376989852282,2.62710971342088e-08
"Nhat[319]",1.68675738,1.87313867382015,4.3765135502205,6.887115665745e-07
"Nhat[320]",4.07894138,3.66091791230715,9.21523033858193,2.18513457578892e-12
"Nhat[321]",2.89882899,2.82671508303673,6.97623833945454,3.31257485874757e-07
"Nhat[322]",4.21903495,3.74010668147178,9.52289969571711,5.2734538908002e-12
"Nhat[323]",1.92482698,1.99635896190048,6.18331374491074,1.8434946999182e-05
"Nhat[324]",2.33447845,2.37325082314524,4.93336644443741,2.3492717323996e-15
"Nhat[325]",1.35826837,1.53762394101862,3.35985196788095,9.43795421396427e-10
"Nhat[326]",2.16167908,2.23939975233618,12.1053736339159,6.07284659232466e-06
"Nhat[327]",2.45824518,2.54228708827592,40.5110071230628,1.1627629191799e-11
"Nhat[328]",0.11299067,1.60371907953554,247.140239798477,8.2081205746728e-56
"Nhat[329]",5.15398996,4.23770764058371,12.4825555458361,6.15911072359112e-10
"Nhat[330]",2.42983859,2.41248750857366,15.9869169580611,3.22808605337997e-29
"Nhat[331]",1.08524709,1.30629654359858,599.43532731341,7.90896533474205e-32
"Nhat[332]",1.68369578,1.73986557901984,62.828863463741,1.72120762955392e-27
"Nhat[333]",3.30583679,3.12886073453107,8.317633018645,5.62644099380044e-16
