"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf"
"Nhat[30]",51714.9712902848,1562333.46353018,6850214.86931377,2575032.62967014,7764401.77145939,NA,94692.6393094461,1.2,6723,0.00723088548953613,1.00576640652565
"Nhat[31]",27778.480936682,1836338.93618901,7817266.33326326,2951471.26908734,7059501.74970902,NA,81477.0559347271,1.2,7507,0.010776567769481,1.00103441328626
"Nhat[32]",15129.9144012868,2032446.20541987,5821177.741212,2592172.8533909,3599163.17707139,NA,38764.536532805,1.1,8621,-0.000800385736968739,1.00022935596163
"Nhat[33]",78435.9161987686,2520691.50393332,7160643.431623,3172469.42786553,4358223.85327896,NA,48221.0804631398,1.1,8169,-0.00182076313412754,1.0039813859731
"Nhat[34]",94756.9538757413,2959798.36704744,14121161.1923066,5175333.09529797,11694389.9302838,NA,180446.337287442,1.5,4200,0.0244992424859168,1.00121811427847
"Nhat[35]",168686.419810298,1760613.23333807,4983411.76006091,2254264.71949844,3132481.70496919,NA,37948.2683925354,1.2,6814,0.0480946085322754,1.00083032213704
"Nhat[36]",205980.347163033,1866564.76950826,5381077.84701393,2426929.56735788,3646428.96660858,NA,38968.7501925261,1.1,8756,-0.00118355518636847,1.00157834825901
"Nhat[37]",128709.107092662,1450644.52522869,4055440.88052576,1876965.9166934,4321736.67397158,NA,50381.4037176367,1.2,7358,0.00275228561014308,1.00233637674331
"Nhat[38]",107251.25018136,1531046.89389307,5065863.40979833,2100669.7652856,2570720.22865748,NA,38257.1994914025,1.5,4515,0.0191277355888576,1.00231788997516
"Nhat[39]",117736.137383321,2226621.40493168,5834273.45355424,2655151.62618456,2837968.37692746,NA,31441.4456373384,1.1,8147,0.00344104067095214,1.00106931749068
"Nhat[40]",22252.1638441511,1919493.1702668,5860661.86497219,2542902.79785525,6929227.82292107,NA,74377.2506651077,1.1,8679,0.00268497371112957,1.00080700602616
"Nhat[41]",155748.54919505,1861727.22170456,4590164.31957449,2125625.73196246,2181621.74083857,NA,23963.0005499016,1.1,8289,0.00293251771198789,1.0002180198683
"Nhat[42]",39483.9974754174,1675026.34384692,6209257.54006528,2461467.40817387,3751435.89432652,NA,43182.4001529598,1.2,7547,0.0136408434746236,1.00047393207621
"Nhat[43]",140869.787080411,2224473.90846177,5385495.96339799,2569356.02541587,2819399.45228242,NA,29106.0587784987,1,9383,-0.00829233520760615,0.999926596631027
"Nhat[44]",105556.613076618,2615730.84470153,6838491.54679637,3139867.6908076,4241168.90805774,NA,51524.6531861446,1.2,6775,0.019270723006217,1.00095623209948
"Nhat[45]",146324.698129962,1783541.63552903,5184839.84097646,2358352.93315232,3681555.4302376,NA,44849.338936346,1.2,6738,0.0239870732628562,1.00639885139775
"Nhat[46]",137499.47810383,2843248.09941289,7237535.71293991,3339445.58730496,3995858.83143305,NA,41895.0601215252,1,9097,0.0224407091723322,1.00079824363948
"Nhat[47]",67575.7491770055,2597670.96625815,6992040.65549486,3123104.24704345,3821569.27876265,NA,41067.5097053916,1.1,8659,-0.0105973930416392,1.00092803540103
"Nhat[48]",107646.850776466,2580204.81541986,6841514.08213655,3113127.34248381,3988278.97646719,NA,42311.0654349724,1.1,8885,0.0087429837764898,1.00018998991529
"Nhat[49]",48386.1344500814,2251636.06668614,6206467.69247074,2962163.34373287,15181950.9112578,NA,151819.509112578,1,10000,0.00197355057192452,1.00043140243552
"Nhat[50]",192191.662730111,2340135.54380793,5922552.85444153,2748733.61959727,3732756.89258942,NA,39467.5542547092,1.1,8945,0.00681038408889713,1.00090152034993
"Nhat[51]",133513.418603705,1632050.01983033,4454453.1407879,2040390.00258516,2363942.06121949,NA,27708.7830375583,1.2,7278,0.00425510498370106,1.00135616222963
"Nhat[52]",2513.52683682003,991975.505322142,13357972.8971383,3801864.86855137,15895385.3328846,NA,191412.945300853,1.2,6896,0.0121656919854049,1.00052548654779
"Nhat[53]",702.557636011558,495595.671555978,3489403.82126905,1118119.65420399,3542715.20362974,NA,39446.5842638174,1.1,8066,0.0114627305318642,1.00224478847622
"Nhat[54]",523.063451673945,494751.825343573,5374570.80618575,1564506.70852333,5893301.60583298,NA,67148.1542065809,1.1,7703,0.00846065414997688,1.0024443209926
"Nhat[55]",3740.06058518959,480986.048601349,3470373.5502638,1075739.30420374,3354371.73391751,NA,41973.9105936356,1.3,6387,0.0110478001080153,1.00040844080953
"Nhat[56]",849.387610261582,503135.590996314,3729315.14244395,1216442.79914356,5754946.99469438,NA,59544.3320031921,1,9341,-0.0015984937351332,1.00029923678094
"Nhat[57]",6616.89238205875,501957.19592111,3218281.38481947,1076157.78231214,3212815.99451411,NA,33035.2512211867,1,9458,-0.00239987086869952,1.00113244918873
"Nhat[58]",2217.67640904157,493553.202875338,3356029.48866978,1074901.91022707,3170699.57421365,NA,36716.8830079653,1.2,7457,-0.00456696366378891,1.00127690158402
"Nhat[59]",2339.78018373021,451518.225895065,2893311.1242523,935263.072153563,2481046.59093811,NA,26348.5350379205,1.1,8867,0.0121245142565363,0.999930409173421
"Nhat[60]",507.368680665449,516988.783530447,5174353.00469185,2241531.38314791,55335800.1571923,NA,553358.001571923,1,10000,-0.000791945009041328,1.00153543596546
"Nhat[61]",362.988977163212,370831.329819501,3475622.7464932,1162150.72256682,5673797.14636121,NA,70893.7197038243,1.2,6405,0.0239097075836842,1.00189798223921
"Nhat[62]",372.231827327839,450941.53711769,2775680.3693109,950597.658560775,4051760.88828188,NA,40517.6088828188,1,10000,0.000128162073604488,1.00108796164723
"Nhat[63]",1831.99759038874,613371.041345726,5274377.04035656,1588021.52873735,5108955.71727077,NA,59459.0724992852,1.2,7383,0.0140539421534796,1.00011227001835
"Nhat[64]",411.336065272793,436192.778709432,3751345.93098302,1154999.05966262,6910955.3885636,NA,78281.4828418645,1.1,7794,0.0071422164064491,1.0002301336051
"Nhat[65]",577.168345610141,647886.10032203,3945767.92520266,1288723.7236621,3488557.55331859,NA,43359.6826280832,1.2,6473,0.0193244462005101,1.00031431265512
"Nhat[66]",3710.28305130039,531274.617036419,3311910.65160747,1042811.93699157,2305426.30104953,NA,24413.3590908709,1.1,8918,0.020842540010266,1.00039547499898
"Nhat[67]",3436.97640103867,577125.700089579,3865126.54164951,1207693.17597337,3610167.75980017,NA,38190.1777527702,1.1,8936,0.00366903008005955,1.00304283420789
